Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
k_violence_detached↓20% + k_trust_destruction↓30%,2,0,3100,0.0,"k_violence_detached, k_trust_destruction","20%, 30%",6000
k_violence_detached↓30% + k_trust_destruction↓10%,2,0,2900,0.0,"k_violence_detached, k_trust_destruction","30%, 10%",6000
k_violence_detached↓30% + k_trust_destruction↓20%,2,0,3400,0.0,"k_violence_detached, k_trust_destruction","30%, 20%",6000
k_violence_detached↓30% + k_trust_destruction↓30%,2,0,3900,0.0,"k_violence_detached, k_trust_destruction","30%, 30%",6000
k_violence_detached↓10% + k_trust_decay↓10%,2,0,1250,0.0,"k_violence_detached, k_trust_decay","10%, 10%",6000
k_violence_detached↓10% + k_trust_decay↓20%,2,0,1700,0.0,"k_violence_detached, k_trust_decay","10%, 20%",6000
k_violence_detached↓10% + k_trust_decay↓30%,2,0,2150,0.0,"k_violence_detached, k_trust_decay","10%, 30%",6000
k_violence_detached↓20% + k_trust_decay↓10%,2,0,2050,0.0,"k_violence_detached, k_trust_decay","20%, 10%",6000
k_violence_detached↓20% + k_trust_decay↓20%,2,0,2500,0.0,"k_violence_detached, k_trust_decay","20%, 20%",6000
k_violence_detached↓20% + k_trust_decay↓30%,2,0,2950,0.0,"k_violence_detached, k_trust_decay","20%, 30%",6000
k_violence_detached↓30% + k_trust_decay↓10%,2,0,2850,0.0,"k_violence_detached, k_trust_decay","30%, 10%",6000
k_violence_detached↓30% + k_trust_decay↓20%,2,0,3300,0.0,"k_violence_detached, k_trust_decay","30%, 20%",6000
k_violence_detached↓30% + k_trust_decay↓30%,2,0,3750,0.0,"k_violence_detached, k_trust_decay","30%, 30%",6000
k_violence_detached↓10% + k_degradation↓10%,2,0,1350,0.0,"k_violence_detached, k_degradation","10%, 10%",6000
k_violence_detached↓10% + k_degradation↓20%,2,0,1900,0.0,"k_violence_detached, k_degradation","10%, 20%",6000
Vmax_production↑20% + k_recovery↑20%,2,0,4800,0.0,"Vmax_production, k_recovery","20%, 20%",6000
k_violence_detached↓20% + k_degradation↓10%,2,0,2150,0.0,"k_violence_detached, k_degradation","20%, 10%",6000
k_violence_detached↓20% + k_degradation↓20%,2,0,2700,0.0,"k_violence_detached, k_degradation","20%, 20%",6000
Vmax_production↑20% + k_recovery↑30%,2,0,5700,0.0,"Vmax_production, k_recovery","20%, 30%",6000
k_violence_detached↓30% + k_degradation↓10%,2,0,2950,0.0,"k_violence_detached, k_degradation","30%, 10%",6000
Vmax_production↑30% + k_recovery↑10%,2,0,5400,0.0,"Vmax_production, k_recovery","30%, 10%",6000
Vmax_production↑10% + k_violence_weak↓10%,2,0,2200,0.0,"Vmax_production, k_violence_weak","10%, 10%",6000
k_violence_detached↓10% + k_violence_decay↑10%,2,0,1200,0.0,"k_violence_detached, k_violence_decay","10%, 10%",6000
k_violence_detached↓10% + k_violence_decay↑20%,2,0,1600,0.0,"k_violence_detached, k_violence_decay","10%, 20%",6000
k_violence_detached↓10% + k_violence_decay↑30%,2,0,2000,0.0,"k_violence_detached, k_violence_decay","10%, 30%",6000
k_violence_detached↓20% + k_violence_decay↑10%,2,0,2000,0.0,"k_violence_detached, k_violence_decay","20%, 10%",6000
k_violence_detached↓20% + k_violence_decay↑20%,2,0,2400,0.0,"k_violence_detached, k_violence_decay","20%, 20%",6000
k_violence_detached↓20% + k_violence_decay↑30%,2,0,2800,0.0,"k_violence_detached, k_violence_decay","20%, 30%",6000
k_violence_detached↓30% + k_violence_decay↑10%,2,0,2800,0.0,"k_violence_detached, k_violence_decay","30%, 10%",6000
k_violence_detached↓30% + k_violence_decay↑20%,2,0,3200,0.0,"k_violence_detached, k_violence_decay","30%, 20%",6000
k_violence_detached↓30% + k_violence_decay↑30%,2,0,3600,0.0,"k_violence_detached, k_violence_decay","30%, 30%",6000
k_violence_detached↓10% + E_threshold↓10%,2,0,1150,0.0,"k_violence_detached, E_threshold","10%, 10%",6000
k_violence_detached↓10% + E_threshold↓20%,2,0,1500,0.0,"k_violence_detached, E_threshold","10%, 20%",6000
k_violence_detached↓10% + E_threshold↓30%,2,0,1850,0.0,"k_violence_detached, E_threshold","10%, 30%",6000
k_violence_detached↓20% + E_threshold↓10%,2,0,1950,0.0,"k_violence_detached, E_threshold","20%, 10%",6000
k_violence_detached↓20% + E_threshold↓20%,2,0,2300,0.0,"k_violence_detached, E_threshold","20%, 20%",6000
k_violence_detached↓20% + E_threshold↓30%,2,0,2650,0.0,"k_violence_detached, E_threshold","20%, 30%",6000
k_violence_detached↓30% + E_threshold↓10%,2,0,2750,0.0,"k_violence_detached, E_threshold","30%, 10%",6000
k_violence_detached↓30% + E_threshold↓20%,2,0,3100,0.0,"k_violence_detached, E_threshold","30%, 20%",6000
k_violence_detached↓30% + E_threshold↓30%,2,0,3450,0.0,"k_violence_detached, E_threshold","30%, 30%",6000
k_violence_detached↓10% + T_threshold_weak_strong↓10%,2,0,1100,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 10%",6000
k_violence_detached↓10% + T_threshold_weak_strong↓20%,2,0,1400,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 20%",6000
k_violence_detached↓10% + T_threshold_weak_strong↓30%,2,0,1700,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 30%",6000
k_violence_detached↓20% + T_threshold_weak_strong↓10%,2,0,1900,0.0,"k_violence_detached, T_threshold_weak_strong","20%, 10%",6000
k_violence_detached↓20% + T_threshold_weak_strong↓20%,2,0,2200,0.0,"k_violence_detached, T_threshold_weak_strong","20%, 20%",6000
k_violence_detached↓20% + T_threshold_weak_strong↓30%,2,0,2500,0.0,"k_violence_detached, T_threshold_weak_strong","20%, 30%",6000
k_violence_detached↓30% + T_threshold_weak_strong↓10%,2,0,2700,0.0,"k_violence_detached, T_threshold_weak_strong","30%, 10%",6000
k_violence_detached↓30% + T_threshold_weak_strong↓20%,2,0,3000,0.0,"k_violence_detached, T_threshold_weak_strong","30%, 20%",6000
k_violence_detached↓30% + T_threshold_weak_strong↓30%,2,0,3300,0.0,"k_violence_detached, T_threshold_weak_strong","30%, 30%",6000
k_violence_detached↓10% + T_threshold_detached_weak↓10%,2,0,1180,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 10%",6000
k_violence_detached↓10% + T_threshold_detached_weak↓20%,2,0,1560,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 20%",6000
k_violence_detached↓10% + T_threshold_detached_weak↓30%,2,0,1940,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 30%",6000
k_violence_detached↓20% + T_threshold_detached_weak↓10%,2,0,1980,0.0,"k_violence_detached, T_threshold_detached_weak","20%, 10%",6000
k_violence_detached↓20% + T_threshold_detached_weak↓20%,2,0,2360,0.0,"k_violence_detached, T_threshold_detached_weak","20%, 20%",6000
k_violence_detached↓20% + T_threshold_detached_weak↓30%,2,0,2740,0.0,"k_violence_detached, T_threshold_detached_weak","20%, 30%",6000
k_violence_detached↓30% + T_threshold_detached_weak↓10%,2,0,2780,0.0,"k_violence_detached, T_threshold_detached_weak","30%, 10%",6000
k_violence_detached↓30% + T_threshold_detached_weak↓20%,2,0,3160,0.0,"k_violence_detached, T_threshold_detached_weak","30%, 20%",6000
k_violence_detached↓30% + T_threshold_detached_weak↓30%,2,0,3540,0.0,"k_violence_detached, T_threshold_detached_weak","30%, 30%",6000
k_violence_detached↓10% + detachment_threshold↑10%,2,0,1120,0.0,"k_violence_detached, detachment_threshold","10%, 10%",6000
k_violence_detached↓10% + detachment_threshold↑20%,2,0,1440,0.0,"k_violence_detached, detachment_threshold","10%, 20%",6000
k_violence_detached↓10% + detachment_threshold↑30%,2,0,1760,0.0,"k_violence_detached, detachment_threshold","10%, 30%",6000
k_violence_detached↓20% + detachment_threshold↑10%,2,0,1920,0.0,"k_violence_detached, detachment_threshold","20%, 10%",6000
k_violence_detached↓20% + detachment_threshold↑20%,2,0,2240,0.0,"k_violence_detached, detachment_threshold","20%, 20%",6000
k_violence_detached↓20% + detachment_threshold↑30%,2,0,2560,0.0,"k_violence_detached, detachment_threshold","20%, 30%",6000
k_violence_detached↓30% + detachment_threshold↑10%,2,0,2720,0.0,"k_violence_detached, detachment_threshold","30%, 10%",6000
k_violence_detached↓30% + detachment_threshold↑20%,2,0,3040,0.0,"k_violence_detached, detachment_threshold","30%, 20%",6000
k_violence_detached↓30% + detachment_threshold↑30%,2,0,3360,0.0,"k_violence_detached, detachment_threshold","30%, 30%",6000
k_violence_detached↓10% + k_resource_depletion↓10%,2,0,1050,0.0,"k_violence_detached, k_resource_depletion","10%, 10%",6000
k_violence_detached↓10% + k_resource_depletion↓20%,2,0,1300,0.0,"k_violence_detached, k_resource_depletion","10%, 20%",6000
k_violence_detached↓10% + k_resource_depletion↓30%,2,0,1550,0.0,"k_violence_detached, k_resource_depletion","10%, 30%",6000
k_violence_detached↓20% + k_resource_depletion↓10%,2,0,1850,0.0,"k_violence_detached, k_resource_depletion","20%, 10%",6000
k_violence_detached↓20% + k_resource_depletion↓20%,2,0,2100,0.0,"k_violence_detached, k_resource_depletion","20%, 20%",6000
k_violence_detached↓20% + k_resource_depletion↓30%,2,0,2350,0.0,"k_violence_detached, k_resource_depletion","20%, 30%",6000
k_violence_detached↓30% + k_resource_depletion↓10%,2,0,2650,0.0,"k_violence_detached, k_resource_depletion","30%, 10%",6000
k_violence_detached↓30% + k_resource_depletion↓20%,2,0,2900,0.0,"k_violence_detached, k_resource_depletion","30%, 20%",6000
k_violence_detached↓30% + k_resource_depletion↓30%,2,0,3150,0.0,"k_violence_detached, k_resource_depletion","30%, 30%",6000
k_violence_detached↓10% + k_economic_decay↓10%,2,0,1020,0.0,"k_violence_detached, k_economic_decay","10%, 10%",6000
k_violence_detached↓10% + k_economic_decay↓20%,2,0,1240,0.0,"k_violence_detached, k_economic_decay","10%, 20%",6000
k_violence_detached↓10% + k_economic_decay↓30%,2,0,1460,0.0,"k_violence_detached, k_economic_decay","10%, 30%",6000
k_violence_detached↓20% + k_economic_decay↓10%,2,0,1820,0.0,"k_violence_detached, k_economic_decay","20%, 10%",6000
k_violence_detached↓20% + k_economic_decay↓20%,2,0,2040,0.0,"k_violence_detached, k_economic_decay","20%, 20%",6000
k_violence_detached↓20% + k_economic_decay↓30%,2,0,2260,0.0,"k_violence_detached, k_economic_decay","20%, 30%",6000
k_violence_detached↓30% + k_economic_decay↓10%,2,0,2620,0.0,"k_violence_detached, k_economic_decay","30%, 10%",6000
k_violence_detached↓30% + k_economic_decay↓20%,2,0,2840,0.0,"k_violence_detached, k_economic_decay","30%, 20%",6000
k_violence_detached↓30% + k_economic_decay↓30%,2,0,3060,0.0,"k_violence_detached, k_economic_decay","30%, 30%",6000
k_violence_detached↓10% + Km_production↓10%,2,0,1000,0.0,"k_violence_detached, Km_production","10%, 10%",6000
k_violence_detached↓10% + Km_production↓20%,2,0,1200,0.0,"k_violence_detached, Km_production","10%, 20%",6000
k_violence_detached↓10% + Km_production↓30%,2,0,1400,0.0,"k_violence_detached, Km_production","10%, 30%",6000
k_violence_detached↓20% + Km_production↓10%,2,0,1800,0.0,"k_violence_detached, Km_production","20%, 10%",6000
k_violence_detached↓20% + Km_production↓20%,2,0,2000,0.0,"k_violence_detached, Km_production","20%, 20%",6000
k_violence_detached↓20% + Km_production↓30%,2,0,2200,0.0,"k_violence_detached, Km_production","20%, 30%",6000
k_violence_detached↓30% + Km_production↓10%,2,0,2600,0.0,"k_violence_detached, Km_production","30%, 10%",6000
k_violence_detached↓30% + Km_production↓20%,2,0,2800,0.0,"k_violence_detached, Km_production","30%, 20%",6000
k_violence_detached↓30% + Km_production↓30%,2,0,3000,0.0,"k_violence_detached, Km_production","30%, 30%",6000
k_violence_detached↓10% + Km_trust_economy↓10%,2,0,980,0.0,"k_violence_detached, Km_trust_economy","10%, 10%",6000
k_violence_detached↓10% + Km_trust_economy↓20%,2,0,1160,0.0,"k_violence_detached, Km_trust_economy","10%, 20%",6000
k_violence_detached↓10% + Km_trust_economy↓30%,2,0,1340,0.0,"k_violence_detached, Km_trust_economy","10%, 30%",6000
k_violence_detached↓20% + Km_trust_economy↓10%,2,0,1780,0.0,"k_violence_detached, Km_trust_economy","20%, 10%",6000
k_violence_detached↓20% + Km_trust_economy↓20%,2,0,1960,0.0,"k_violence_detached, Km_trust_economy","20%, 20%",6000
k_violence_detached↓20% + Km_trust_economy↓30%,2,0,2140,0.0,"k_violence_detached, Km_trust_economy","20%, 30%",6000
k_violence_detached↓30% + Km_trust_economy↓10%,2,0,2580,0.0,"k_violence_detached, Km_trust_economy","30%, 10%",6000
k_violence_detached↓30% + Km_trust_economy↓20%,2,0,2760,0.0,"k_violence_detached, Km_trust_economy","30%, 20%",6000
k_violence_detached↓30% + Km_trust_economy↓30%,2,0,2940,0.0,"k_violence_detached, Km_trust_economy","30%, 30%",6000
k_detachment_base↓10% + k_trust_destruction↓10%,2,0,1150,0.0,"k_detachment_base, k_trust_destruction","10%, 10%",6000
k_detachment_base↓10% + k_trust_destruction↓20%,2,0,1650,0.0,"k_detachment_base, k_trust_destruction","10%, 20%",6000
k_detachment_base↓10% + k_trust_destruction↓30%,2,0,2150,0.0,"k_detachment_base, k_trust_destruction","10%, 30%",6000
k_detachment_base↓20% + k_trust_destruction↓10%,2,0,1800,0.0,"k_detachment_base, k_trust_destruction","20%, 10%",6000
k_detachment_base↓20% + k_trust_destruction↓20%,2,0,2300,0.0,"k_detachment_base, k_trust_destruction","20%, 20%",6000
k_detachment_base↓20% + k_trust_destruction↓30%,2,0,2800,0.0,"k_detachment_base, k_trust_destruction","20%, 30%",6000
k_detachment_base↓30% + k_trust_destruction↓10%,2,0,2450,0.0,"k_detachment_base, k_trust_destruction","30%, 10%",6000
k_detachment_base↓30% + k_trust_destruction↓20%,2,0,2950,0.0,"k_detachment_base, k_trust_destruction","30%, 20%",6000
k_detachment_base↓30% + k_trust_destruction↓30%,2,0,3450,0.0,"k_detachment_base, k_trust_destruction","30%, 30%",6000
k_detachment_base↓10% + k_trust_decay↓10%,2,0,1100,0.0,"k_detachment_base, k_trust_decay","10%, 10%",6000
k_detachment_base↓10% + k_trust_decay↓20%,2,0,1550,0.0,"k_detachment_base, k_trust_decay","10%, 20%",6000
k_detachment_base↓10% + k_trust_decay↓30%,2,0,2000,0.0,"k_detachment_base, k_trust_decay","10%, 30%",6000
k_detachment_base↓20% + k_trust_decay↓10%,2,0,1750,0.0,"k_detachment_base, k_trust_decay","20%, 10%",6000
k_detachment_base↓20% + k_trust_decay↓20%,2,0,2200,0.0,"k_detachment_base, k_trust_decay","20%, 20%",6000
k_detachment_base↓20% + k_trust_decay↓30%,2,0,2650,0.0,"k_detachment_base, k_trust_decay","20%, 30%",6000
k_detachment_base↓30% + k_trust_decay↓10%,2,0,2400,0.0,"k_detachment_base, k_trust_decay","30%, 10%",6000
k_detachment_base↓30% + k_trust_decay↓20%,2,0,2850,0.0,"k_detachment_base, k_trust_decay","30%, 20%",6000
k_detachment_base↓30% + k_trust_decay↓30%,2,0,3300,0.0,"k_detachment_base, k_trust_decay","30%, 30%",6000
k_detachment_base↓10% + k_degradation↓10%,2,0,1200,0.0,"k_detachment_base, k_degradation","10%, 10%",6000
k_detachment_base↓10% + k_degradation↓20%,2,0,1750,0.0,"k_detachment_base, k_degradation","10%, 20%",6000
Vmax_production↑10% + k_violence_weak↓20%,2,0,2900,0.0,"Vmax_production, k_violence_weak","10%, 20%",6000
k_detachment_base↓20% + k_degradation↓10%,2,0,1850,0.0,"k_detachment_base, k_degradation","20%, 10%",6000
k_detachment_base↓20% + k_degradation↓20%,2,0,2400,0.0,"k_detachment_base, k_degradation","20%, 20%",6000
Vmax_production↑10% + k_violence_weak↓30%,2,0,3600,0.0,"Vmax_production, k_violence_weak","10%, 30%",6000
k_detachment_base↓30% + k_degradation↓10%,2,0,2500,0.0,"k_detachment_base, k_degradation","30%, 10%",6000
k_detachment_base↓30% + k_degradation↓20%,2,0,3050,0.0,"k_detachment_base, k_degradation","30%, 20%",6000
Vmax_production↑20% + k_violence_weak↓10%,2,0,3700,0.0,"Vmax_production, k_violence_weak","20%, 10%",6000
k_detachment_base↓10% + k_violence_decay↑10%,2,0,1050,0.0,"k_detachment_base, k_violence_decay","10%, 10%",6000
k_detachment_base↓10% + k_violence_decay↑20%,2,0,1450,0.0,"k_detachment_base, k_violence_decay","10%, 20%",6000
k_detachment_base↓10% + k_violence_decay↑30%,2,0,1850,0.0,"k_detachment_base, k_violence_decay","10%, 30%",6000
k_detachment_base↓20% + k_violence_decay↑10%,2,0,1700,0.0,"k_detachment_base, k_violence_decay","20%, 10%",6000
k_detachment_base↓20% + k_violence_decay↑20%,2,0,2100,0.0,"k_detachment_base, k_violence_decay","20%, 20%",6000
k_detachment_base↓20% + k_violence_decay↑30%,2,0,2500,0.0,"k_detachment_base, k_violence_decay","20%, 30%",6000
k_detachment_base↓30% + k_violence_decay↑10%,2,0,2350,0.0,"k_detachment_base, k_violence_decay","30%, 10%",6000
k_detachment_base↓30% + k_violence_decay↑20%,2,0,2750,0.0,"k_detachment_base, k_violence_decay","30%, 20%",6000
k_detachment_base↓30% + k_violence_decay↑30%,2,0,3150,0.0,"k_detachment_base, k_violence_decay","30%, 30%",6000
k_detachment_base↓10% + E_threshold↓10%,2,0,1000,0.0,"k_detachment_base, E_threshold","10%, 10%",6000
k_detachment_base↓10% + E_threshold↓20%,2,0,1350,0.0,"k_detachment_base, E_threshold","10%, 20%",6000
k_detachment_base↓10% + E_threshold↓30%,2,0,1700,0.0,"k_detachment_base, E_threshold","10%, 30%",6000
k_detachment_base↓20% + E_threshold↓10%,2,0,1650,0.0,"k_detachment_base, E_threshold","20%, 10%",6000
k_detachment_base↓20% + E_threshold↓20%,2,0,2000,0.0,"k_detachment_base, E_threshold","20%, 20%",6000
k_detachment_base↓20% + E_threshold↓30%,2,0,2350,0.0,"k_detachment_base, E_threshold","20%, 30%",6000
k_detachment_base↓30% + E_threshold↓10%,2,0,2300,0.0,"k_detachment_base, E_threshold","30%, 10%",6000
k_detachment_base↓30% + E_threshold↓20%,2,0,2650,0.0,"k_detachment_base, E_threshold","30%, 20%",6000
k_detachment_base↓30% + E_threshold↓30%,2,0,3000,0.0,"k_detachment_base, E_threshold","30%, 30%",6000
k_detachment_base↓10% + T_threshold_weak_strong↓10%,2,0,950,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 10%",6000
k_detachment_base↓10% + T_threshold_weak_strong↓20%,2,0,1250,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 20%",6000
k_detachment_base↓10% + T_threshold_weak_strong↓30%,2,0,1550,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 30%",6000
k_detachment_base↓20% + T_threshold_weak_strong↓10%,2,0,1600,0.0,"k_detachment_base, T_threshold_weak_strong","20%, 10%",6000
k_detachment_base↓20% + T_threshold_weak_strong↓20%,2,0,1900,0.0,"k_detachment_base, T_threshold_weak_strong","20%, 20%",6000
k_detachment_base↓20% + T_threshold_weak_strong↓30%,2,0,2200,0.0,"k_detachment_base, T_threshold_weak_strong","20%, 30%",6000
k_detachment_base↓30% + T_threshold_weak_strong↓10%,2,0,2250,0.0,"k_detachment_base, T_threshold_weak_strong","30%, 10%",6000
k_detachment_base↓30% + T_threshold_weak_strong↓20%,2,0,2550,0.0,"k_detachment_base, T_threshold_weak_strong","30%, 20%",6000
k_detachment_base↓30% + T_threshold_weak_strong↓30%,2,0,2850,0.0,"k_detachment_base, T_threshold_weak_strong","30%, 30%",6000
k_detachment_base↓10% + T_threshold_detached_weak↓10%,2,0,1030,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 10%",6000
k_detachment_base↓10% + T_threshold_detached_weak↓20%,2,0,1410,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 20%",6000
k_detachment_base↓10% + T_threshold_detached_weak↓30%,2,0,1790,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 30%",6000
k_detachment_base↓20% + T_threshold_detached_weak↓10%,2,0,1680,0.0,"k_detachment_base, T_threshold_detached_weak","20%, 10%",6000
k_detachment_base↓20% + T_threshold_detached_weak↓20%,2,0,2060,0.0,"k_detachment_base, T_threshold_detached_weak","20%, 20%",6000
k_detachment_base↓20% + T_threshold_detached_weak↓30%,2,0,2440,0.0,"k_detachment_base, T_threshold_detached_weak","20%, 30%",6000
k_detachment_base↓30% + T_threshold_detached_weak↓10%,2,0,2330,0.0,"k_detachment_base, T_threshold_detached_weak","30%, 10%",6000
k_detachment_base↓30% + T_threshold_detached_weak↓20%,2,0,2710,0.0,"k_detachment_base, T_threshold_detached_weak","30%, 20%",6000
k_detachment_base↓30% + T_threshold_detached_weak↓30%,2,0,3090,0.0,"k_detachment_base, T_threshold_detached_weak","30%, 30%",6000
k_detachment_base↓10% + detachment_threshold↑10%,2,0,970,0.0,"k_detachment_base, detachment_threshold","10%, 10%",6000
k_detachment_base↓10% + detachment_threshold↑20%,2,0,1290,0.0,"k_detachment_base, detachment_threshold","10%, 20%",6000
k_detachment_base↓10% + detachment_threshold↑30%,2,0,1610,0.0,"k_detachment_base, detachment_threshold","10%, 30%",6000
k_detachment_base↓20% + detachment_threshold↑10%,2,0,1620,0.0,"k_detachment_base, detachment_threshold","20%, 10%",6000
k_detachment_base↓20% + detachment_threshold↑20%,2,0,1940,0.0,"k_detachment_base, detachment_threshold","20%, 20%",6000
k_detachment_base↓20% + detachment_threshold↑30%,2,0,2260,0.0,"k_detachment_base, detachment_threshold","20%, 30%",6000
k_detachment_base↓30% + detachment_threshold↑10%,2,0,2270,0.0,"k_detachment_base, detachment_threshold","30%, 10%",6000
k_detachment_base↓30% + detachment_threshold↑20%,2,0,2590,0.0,"k_detachment_base, detachment_threshold","30%, 20%",6000
k_detachment_base↓30% + detachment_threshold↑30%,2,0,2910,0.0,"k_detachment_base, detachment_threshold","30%, 30%",6000
k_detachment_base↓10% + k_resource_depletion↓10%,2,0,900,0.0,"k_detachment_base, k_resource_depletion","10%, 10%",6000
k_detachment_base↓10% + k_resource_depletion↓20%,2,0,1150,0.0,"k_detachment_base, k_resource_depletion","10%, 20%",6000
k_detachment_base↓10% + k_resource_depletion↓30%,2,0,1400,0.0,"k_detachment_base, k_resource_depletion","10%, 30%",6000
k_detachment_base↓20% + k_resource_depletion↓10%,2,0,1550,0.0,"k_detachment_base, k_resource_depletion","20%, 10%",6000
k_detachment_base↓20% + k_resource_depletion↓20%,2,0,1800,0.0,"k_detachment_base, k_resource_depletion","20%, 20%",6000
k_detachment_base↓20% + k_resource_depletion↓30%,2,0,2050,0.0,"k_detachment_base, k_resource_depletion","20%, 30%",6000
k_detachment_base↓30% + k_resource_depletion↓10%,2,0,2200,0.0,"k_detachment_base, k_resource_depletion","30%, 10%",6000
k_detachment_base↓30% + k_resource_depletion↓20%,2,0,2450,0.0,"k_detachment_base, k_resource_depletion","30%, 20%",6000
k_detachment_base↓30% + k_resource_depletion↓30%,2,0,2700,0.0,"k_detachment_base, k_resource_depletion","30%, 30%",6000
k_detachment_base↓10% + k_economic_decay↓10%,2,0,870,0.0,"k_detachment_base, k_economic_decay","10%, 10%",6000
k_detachment_base↓10% + k_economic_decay↓20%,2,0,1090,0.0,"k_detachment_base, k_economic_decay","10%, 20%",6000
k_detachment_base↓10% + k_economic_decay↓30%,2,0,1310,0.0,"k_detachment_base, k_economic_decay","10%, 30%",6000
k_detachment_base↓20% + k_economic_decay↓10%,2,0,1520,0.0,"k_detachment_base, k_economic_decay","20%, 10%",6000
k_detachment_base↓20% + k_economic_decay↓20%,2,0,1740,0.0,"k_detachment_base, k_economic_decay","20%, 20%",6000
k_detachment_base↓20% + k_economic_decay↓30%,2,0,1960,0.0,"k_detachment_base, k_economic_decay","20%, 30%",6000
k_detachment_base↓30% + k_economic_decay↓10%,2,0,2170,0.0,"k_detachment_base, k_economic_decay","30%, 10%",6000
k_detachment_base↓30% + k_economic_decay↓20%,2,0,2390,0.0,"k_detachment_base, k_economic_decay","30%, 20%",6000
k_detachment_base↓30% + k_economic_decay↓30%,2,0,2610,0.0,"k_detachment_base, k_economic_decay","30%, 30%",6000
k_detachment_base↓10% + Km_production↓10%,2,0,850,0.0,"k_detachment_base, Km_production","10%, 10%",6000
k_detachment_base↓10% + Km_production↓20%,2,0,1050,0.0,"k_detachment_base, Km_production","10%, 20%",6000
k_detachment_base↓10% + Km_production↓30%,2,0,1250,0.0,"k_detachment_base, Km_production","10%, 30%",6000
k_detachment_base↓20% + Km_production↓10%,2,0,1500,0.0,"k_detachment_base, Km_production","20%, 10%",6000
k_detachment_base↓20% + Km_production↓20%,2,0,1700,0.0,"k_detachment_base, Km_production","20%, 20%",6000
k_detachment_base↓20% + Km_production↓30%,2,0,1900,0.0,"k_detachment_base, Km_production","20%, 30%",6000
k_detachment_base↓30% + Km_production↓10%,2,0,2150,0.0,"k_detachment_base, Km_production","30%, 10%",6000
k_detachment_base↓30% + Km_production↓20%,2,0,2350,0.0,"k_detachment_base, Km_production","30%, 20%",6000
k_detachment_base↓30% + Km_production↓30%,2,0,2550,0.0,"k_detachment_base, Km_production","30%, 30%",6000
k_detachment_base↓10% + Km_trust_economy↓10%,2,0,830,0.0,"k_detachment_base, Km_trust_economy","10%, 10%",6000
k_detachment_base↓10% + Km_trust_economy↓20%,2,0,1010,0.0,"k_detachment_base, Km_trust_economy","10%, 20%",6000
k_detachment_base↓10% + Km_trust_economy↓30%,2,0,1190,0.0,"k_detachment_base, Km_trust_economy","10%, 30%",6000
k_detachment_base↓20% + Km_trust_economy↓10%,2,0,1480,0.0,"k_detachment_base, Km_trust_economy","20%, 10%",6000
k_detachment_base↓20% + Km_trust_economy↓20%,2,0,1660,0.0,"k_detachment_base, Km_trust_economy","20%, 20%",6000
k_detachment_base↓20% + Km_trust_economy↓30%,2,0,1840,0.0,"k_detachment_base, Km_trust_economy","20%, 30%",6000
k_detachment_base↓30% + Km_trust_economy↓10%,2,0,2130,0.0,"k_detachment_base, Km_trust_economy","30%, 10%",6000
k_detachment_base↓30% + Km_trust_economy↓20%,2,0,2310,0.0,"k_detachment_base, Km_trust_economy","30%, 20%",6000
k_detachment_base↓30% + Km_trust_economy↓30%,2,0,2490,0.0,"k_detachment_base, Km_trust_economy","30%, 30%",6000
k_trust_destruction↓10% + k_trust_decay↓10%,2,0,950,0.0,"k_trust_destruction, k_trust_decay","10%, 10%",6000
k_trust_destruction↓10% + k_trust_decay↓20%,2,0,1400,0.0,"k_trust_destruction, k_trust_decay","10%, 20%",6000
k_trust_destruction↓10% + k_trust_decay↓30%,2,0,1850,0.0,"k_trust_destruction, k_trust_decay","10%, 30%",6000
k_trust_destruction↓20% + k_trust_decay↓10%,2,0,1450,0.0,"k_trust_destruction, k_trust_decay","20%, 10%",6000
k_trust_destruction↓20% + k_trust_decay↓20%,2,0,1900,0.0,"k_trust_destruction, k_trust_decay","20%, 20%",6000
k_trust_destruction↓20% + k_trust_decay↓30%,2,0,2350,0.0,"k_trust_destruction, k_trust_decay","20%, 30%",6000
k_trust_destruction↓30% + k_trust_decay↓10%,2,0,1950,0.0,"k_trust_destruction, k_trust_decay","30%, 10%",6000
k_trust_destruction↓30% + k_trust_decay↓20%,2,0,2400,0.0,"k_trust_destruction, k_trust_decay","30%, 20%",6000
k_trust_destruction↓30% + k_trust_decay↓30%,2,0,2850,0.0,"k_trust_destruction, k_trust_decay","30%, 30%",6000
k_trust_destruction↓10% + k_degradation↓10%,2,0,1050,0.0,"k_trust_destruction, k_degradation","10%, 10%",6000
k_trust_destruction↓10% + k_degradation↓20%,2,0,1600,0.0,"k_trust_destruction, k_degradation","10%, 20%",6000
